LAMBX (hm);LAMBY (hm);LAT_DG;LON_DG
4280;20730;45,6357;0,13122
4280;20650;45,5637;0,13409
4280;20570;45,4918;0,13696
4280;20490;45,4199;0,13982
4280;20410;45,3479;0,14267
4280;20330;45,276;0,14552
4280;20250;45,204;0,14836
4280;20170;45,1321;0,15119
4280;20090;45,0602;0,15401
4280;20010;44,9882;0,15683
4280;19930;44,9163;0,15964
4280;19850;44,8444;0,16244
4280;19770;44,7724;0,16523
4280;19690;44,7005;0,16802
4280;19610;44,6286;0,1708
4280;19530;44,5567;0,17357
4280;19450;44,4847;0,17634
4280;19370;44,4128;0,1791
4280;19290;44,3409;0,18185
4280;19210;44,269;0,1846
4280;19130;44,1971;0,18733
4280;19050;44,1252;0,19006
4280;18970;44,0533;0,19279
4280;18890;43,9814;0,1955
4280;18810;43,9095;0,19821
4280;18730;43,8376;0,20092
4280;18650;43,7657;0,20361
4280;18570;43,6938;0,2063
4280;18490;43,6219;0,20899
4280;18410;43,5501;0,21166
4280;18330;43,4782;0,21433
4280;18250;43,4063;0,217
4280;18170;43,3345;0,21965
4280;18090;43,2626;0,2223
4280;18010;43,1907;0,22494
4280;17930;43,1189;0,22758
4280;17850;43,047;0,23021
4280;17770;42,9752;0,23283
4280;17690;42,9034;0,23545
4280;17610;42,8315;0,23806
4280;17530;42,7597;0,24067
4280;17450;42,6879;0,24326
4360;25130;49,5929;0,07111
4360;25050;49,5211;0,07429
4360;24970;49,4492;0,07746
4360;24890;49,3774;0,08063
4360;24810;49,3055;0,08378
4360;24730;49,2337;0,08693
4360;24650;49,1619;0,09007
4360;24570;49,09;0,09319
4360;24490;49,0181;0,09631
4360;24410;48,9463;0,09943
4360;24330;48,8744;0,10253
4360;24250;48,8025;0,10562
4360;24170;48,7307;0,10871
4360;24090;48,6588;0,11179
4360;24010;48,5869;0,11485
4360;23930;48,515;0,11791
4360;23850;48,4431;0,12097
4360;23770;48,3712;0,12401
4360;23690;48,2993;0,12704
4360;23610;48,2274;0,13007
4360;23530;48,1555;0,13309
4360;23450;48,0836;0,1361
4360;23370;48,0117;0,1391
4360;23290;47,9398;0,14209
4360;23210;47,8679;0,14508
4360;23130;47,7959;0,14806
4360;23050;47,724;0,15103
4360;22970;47,6521;0,15399
4360;22890;47,5802;0,15694
4360;22810;47,5082;0,15989
4360;22730;47,4363;0,16283
4360;22650;47,3644;0,16576
4360;22570;47,2924;0,16868
4360;22490;47,2205;0,17159
4360;22410;47,1486;0,1745
4360;22330;47,0766;0,1774
4360;22250;47,0047;0,18029
4360;22170;46,9327;0,18317
4360;22090;46,8608;0,18604
4360;22010;46,7888;0,18891
4360;21930;46,7169;0,19177
4360;21850;46,6449;0,19462
4360;21770;46,573;0,19747
4360;21690;46,501;0,2003
4360;21610;46,4291;0,20313
4360;21530;46,3572;0,20596
4360;21450;46,2852;0,20877
4360;21370;46,2132;0,21158
4360;21290;46,1413;0,21438
4360;21210;46,0694;0,21717
4360;21130;45,9974;0,21995
4360;21050;45,9254;0,22273
4360;20970;45,8535;0,2255
4360;20890;45,7815;0,22827
4360;20810;45,7096;0,23102
4360;20730;45,6377;0,23377
4360;20650;45,5657;0,23651
4360;20570;45,4938;0,23925
4360;20490;45,4218;0,24197
4360;20410;45,3499;0,2447
4360;20330;45,2779;0,24741
4360;20250;45,206;0,25012
4360;20170;45,134;0,25282
4360;20090;45,0621;0,25551
4360;20010;44,9902;0,25819
4360;19930;44,9182;0,26087
4360;19850;44,8463;0,26354
4360;19770;44,7744;0,26621
4360;19690;44,7024;0,26886
4360;19610;44,6305;0,27152
4360;19530;44,5586;0,27416
4360;19450;44,4867;0,2768
4360;19370;44,4148;0,27943
4360;19290;44,3428;0,28205
4360;19210;44,2709;0,28467
4360;19130;44,199;0,28728
4360;19050;44,1271;0,28989
4360;18970;44,0552;0,29248
4360;18890;43,9833;0,29507
4360;18810;43,9114;0,29766
4360;18730;43,8395;0,30024
4360;18650;43,7676;0,30281
4360;18570;43,6957;0,30537
4360;18490;43,6238;0,30793
4360;18410;43,552;0,31048
4360;18330;43,4801;0,31303
4360;18250;43,4082;0,31557
4360;18170;43,3363;0,3181
4360;18090;43,2645;0,32063
4360;18010;43,1926;0,32315
4360;17930;43,1208;0,32566
4360;17850;43,0489;0,32817
4360;17770;42,9771;0,33067
4360;17690;42,9052;0,33316
4360;17610;42,8334;0,33565
4360;17530;42,7616;0,33814
4360;17450;42,6897;0,34061
4440;25290;49,7385;0,17551
4440;25210;49,6667;0,17856
4440;25130;49,5949;0,18159
4440;25050;49,5231;0,18462
4440;24970;49,4512;0,18764
4440;24890;49,3794;0,19065
4440;24810;49,3076;0,19365
4440;24730;49,2357;0,19664
4440;24650;49,1639;0,19963
4440;24570;49,092;0,2026
4440;24490;49,0201;0,20557
4440;24410;48,9483;0,20853
4440;24330;48,8764;0,21148
4440;24250;48,8045;0,21443
4440;24170;48,7327;0,21736
4440;24090;48,6608;0,22029
4440;24010;48,5889;0,22321
4440;23930;48,517;0,22612
4440;23850;48,4451;0,22902
4440;23770;48,3732;0,23192
4440;23690;48,3013;0,2348
4440;23610;48,2294;0,23768
4440;23530;48,1575;0,24056
4440;23450;48,0856;0,24342
4440;23370;48,0137;0,24627
4440;23290;47,9417;0,24912
4440;23210;47,8698;0,25196
4440;23130;47,7979;0,2548
4440;23050;47,726;0,25762
4440;22970;47,654;0,26044
4440;22890;47,5821;0,26325
4440;22810;47,5102;0,26605
4440;22730;47,4382;0,26884
4440;22650;47,3663;0,27163
4440;22570;47,2944;0,27441
4440;22490;47,2224;0,27718
4440;22410;47,1505;0,27994
4440;22330;47,0785;0,2827
4440;22250;47,0066;0,28545
4440;22170;46,9347;0,28819
4440;22090;46,8627;0,29093
4440;22010;46,7908;0,29366
4440;21930;46,7188;0,29638
4440;21850;46,6469;0,29909
4440;21770;46,5749;0,3018
4440;21690;46,503;0,3045
4440;21610;46,431;0,30719
4440;21530;46,3591;0,30987
4440;21450;46,2871;0,31255
4440;21370;46,2151;0,31522
4440;21290;46,1432;0,31788
4440;21210;46,0712;0,32054
4440;21130;45,9993;0,32319
4440;21050;45,9273;0,32583
4440;20970;45,8554;0,32847
4440;20890;45,7834;0,3311
4440;20810;45,7115;0,33372
4440;20730;45,6395;0,33633
4440;20650;45,5676;0,33894
4440;20570;45,4956;0,34154
4440;20490;45,4237;0,34414
4440;20410;45,3517;0,34672
4440;20330;45,2798;0,34931
4440;20250;45,2079;0,35188
4440;20170;45,1359;0,35445
4440;20090;45,064;0,35701
4440;20010;44,992;0,35956
4440;19930;44,9201;0,36211
4440;19850;44,8481;0,36465
4440;19770;44,7762;0,36719
4440;19690;44,7043;0,36972
4440;19610;44,6324;0,37224
4440;19530;44,5604;0,37475
4440;19450;44,4885;0,37726
4440;19370;44,4166;0,37977
4440;19290;44,3447;0,38226
4440;19210;44,2728;0,38475
4440;19130;44,2008;0,38723
4440;19050;44,1289;0,38971
4440;18970;44,057;0,39218
4440;18890;43,9851;0,39465
4440;18810;43,9132;0,39711
4440;18730;43,8413;0,39956
4440;18650;43,7694;0,402
4440;18570;43,6975;0,40444
4440;18490;43,6257;0,40688
4440;18410;43,5538;0,40931
4440;18330;43,4819;0,41173
4440;18250;43,41;0,41414
4440;18170;43,3382;0,41655
4440;18090;43,2663;0,41895
4440;18010;43,1944;0,42135
4440;17930;43,1226;0,42374
4440;17850;43,0507;0,42613
4440;17770;42,9789;0,42851
4440;17690;42,907;0,43088
4440;17610;42,8352;0,43325
4440;17530;42,7634;0,43561
4440;17450;42,6915;0,43797
4520;25290;49,7405;0,28632
4520;25210;49,6686;0,28921
4520;25130;49,5968;0,29209
4520;25050;49,525;0,29496
4520;24970;49,4531;0,29782
4520;24890;49,3813;0,30068
4520;24810;49,3095;0,30352
4520;24730;49,2376;0,30636
4520;24650;49,1658;0,3092
4520;24570;49,0939;0,31202
4520;24490;49,022;0,31484
4520;24410;48,9502;0,31764
4520;24330;48,8783;0,32045
4520;24250;48,8064;0,32324
4520;24170;48,7345;0,32602
4520;24090;48,6627;0,3288
4520;24010;48,5908;0,33157
4520;23930;48,5189;0,33433
4520;23850;48,447;0,33709
4520;23770;48,3751;0,33983
4520;23690;48,3032;0,34257
4520;23610;48,2313;0,3453
4520;23530;48,1594;0,34803
4520;23450;48,0874;0,35074
4520;23370;48,0155;0,35345
4520;23290;47,9436;0,35616
4520;23210;47,8717;0,35885
4520;23130;47,7998;0,36154
4520;23050;47,7278;0,36422
4520;22970;47,6559;0,36689
4520;22890;47,584;0,36956
4520;22810;47,512;0,37222
4520;22730;47,4401;0,37487
4520;22650;47,3682;0,37751
4520;22570;47,2962;0,38015
4520;22490;47,2243;0,38278
4520;22410;47,1523;0,3854
4520;22330;47,0804;0,38802
4520;22250;47,0084;0,39063
4520;22170;46,9365;0,39323
4520;22090;46,8645;0,39582
4520;22010;46,7926;0,39841
4520;21930;46,7206;0,40099
4520;21850;46,6487;0,40357
4520;21770;46,5767;0,40613
4520;21690;46,5048;0,40869
4520;21610;46,4328;0,41125
4520;21530;46,3609;0,41379
4520;21450;46,2889;0,41633
4520;21370;46,217;0,41887
4520;21290;46,145;0,4214
4520;21210;46,073;0,42392
4520;21130;46,0011;0,42643
4520;21050;45,9291;0,42894
4520;20970;45,8572;0,43144
4520;20890;45,7852;0,43393
4520;20810;45,7133;0,43642
4520;20730;45,6413;0,4389
4520;20650;45,5694;0,44137
4520;20570;45,4974;0,44384
4520;20490;45,4255;0,4463
4520;20410;45,3535;0,44876
4520;20330;45,2816;0,45121
4520;20250;45,2096;0,45365
4520;20170;45,1377;0,45609
4520;20090;45,0657;0,45852
4520;20010;44,9938;0,46094
4520;19930;44,9218;0,46336
4520;19850;44,8499;0,46577
4520;19770;44,778;0,46817
4520;19690;44,706;0,47057
4520;19610;44,6341;0,47297
4520;19530;44,5622;0,47535
4520;19450;44,4903;0,47773
4520;19370;44,4183;0,48011
4520;19290;44,3464;0,48248
4520;19210;44,2745;0,48484
4520;19130;44,2026;0,48719
4520;19050;44,1307;0,48954
4520;18970;44,0588;0,49189
4520;18890;43,9869;0,49423
4520;18810;43,915;0,49656
4520;18730;43,8431;0,49889
4520;18650;43,7712;0,50121
4520;18570;43,6993;0,50352
4520;18490;43,6274;0,50583
4520;18410;43,5555;0,50814
4520;18330;43,4836;0,51043
4520;18250;43,4117;0,51272
4520;18170;43,3399;0,51501
4520;18090;43,268;0,51729
4520;18010;43,1961;0,51956
4520;17930;43,1243;0,52183
4520;17850;43,0524;0,5241
4520;17770;42,9806;0,52636
4520;17690;42,9087;0,52861
4520;17610;42,8369;0,53085
4520;17530;42,765;0,53309
4520;17450;42,6932;0,53533
4600;25290;49,7423;0,39713
4600;25210;49,6705;0,39986
4600;25130;49,5986;0,40259
4600;25050;49,5268;0,4053
4600;24970;49,455;0,40801
4600;24890;49,3831;0,41071
4600;24810;49,3113;0,41341
4600;24730;49,2394;0,41609
4600;24650;49,1676;0,41877
4600;24570;49,0957;0,42144
4600;24490;49,0238;0,42411
4600;24410;48,952;0,42676
4600;24330;48,8801;0,42941
4600;24250;48,8082;0,43206
4600;24170;48,7363;0,43469
4600;24090;48,6644;0,43732
4600;24010;48,5925;0,43994
4600;23930;48,5207;0,44255
4600;23850;48,4488;0,44516
4600;23770;48,3769;0,44776
4600;23690;48,305;0,45035
4600;23610;48,233;0,45293
4600;23530;48,1611;0,45551
4600;23450;48,0892;0,45808
4600;23370;48,0173;0,46064
4600;23290;47,9454;0,4632
4600;23210;47,8734;0,46575
4600;23130;47,8015;0,46829
4600;23050;47,7296;0,47082
4600;22970;47,6577;0,47335
4600;22890;47,5857;0,47587
4600;22810;47,5138;0,47839
4600;22730;47,4418;0,4809
4600;22650;47,3699;0,4834
4600;22570;47,298;0,48589
4600;22490;47,226;0,48838
4600;22410;47,1541;0,49086
4600;22330;47,0821;0,49334
4600;22250;47,0102;0,49581
4600;22170;46,9382;0,49827
4600;22090;46,8663;0,50072
4600;22010;46,7943;0,50317
4600;21930;46,7224;0,50561
4600;21850;46,6504;0,50805
4600;21770;46,5785;0,51048
4600;21690;46,5065;0,5129
4600;21610;46,4345;0,51531
4600;21530;46,3626;0,51772
4600;21450;46,2906;0,52013
4600;21370;46,2187;0,52253
4600;21290;46,1467;0,52491
4600;21210;46,0747;0,5273
4600;21130;46,0028;0,52968
4600;21050;45,9308;0,53205
4600;20970;45,8589;0,53442
4600;20890;45,7869;0,53677
4600;20810;45,715;0,53913
4600;20730;45,643;0,54147
4600;20650;45,571;0,54382
4600;20570;45,4991;0,54615
4600;20490;45,4271;0,54848
4600;20410;45,3552;0,5508
4600;20330;45,2832;0,55312
4600;20250;45,2113;0,55543
4600;20170;45,1394;0,55773
4600;20090;45,0674;0,56003
4600;20010;44,9955;0,56233
4600;19930;44,9235;0,56461
4600;19850;44,8516;0,56689
4600;19770;44,7796;0,56917
4600;19690;44,7077;0,57144
4600;19610;44,6358;0,5737
4600;19530;44,5638;0,57596
4600;19450;44,4919;0,57821
4600;19370;44,42;0,58046
4600;19290;44,3481;0,5827
4600;19210;44,2761;0,58493
4600;19130;44,2042;0,58716
4600;19050;44,1323;0,58938
4600;18970;44,0604;0,5916
4600;18890;43,9885;0,59381
4600;18810;43,9166;0,59602
4600;18730;43,8447;0,59822
4600;18650;43,7728;0,60042
4600;18570;43,7009;0,60261
4600;18490;43,629;0,60479
4600;18410;43,5571;0,60697
4600;18330;43,4852;0,60914
4600;18250;43,4134;0,61131
4600;18170;43,3415;0,61347
4600;18090;43,2696;0,61563
4600;18010;43,1977;0,61778
4600;17930;43,1259;0,61993
4600;17850;43,054;0,62207
4600;17770;42,9822;0,62421
4600;17690;42,9103;0,62634
4600;17610;42,8385;0,62846
4600;17530;42,7667;0,63058
4600;17450;42,6948;0,6327
4680;25370;49,8158;0,50537
4680;25290;49,744;0,50795
4680;25210;49,6722;0,51053
4680;25130;49,6003;0,5131
4680;25050;49,5285;0,51566
4680;24970;49,4567;0,51821
4680;24890;49,3848;0,52076
4680;24810;49,313;0,5233
4680;24730;49,2411;0,52583
4680;24650;49,1693;0,52836
4680;24570;49,0974;0,53088
4680;24490;49,0255;0,53339
4680;24410;48,9537;0,53589
4680;24330;48,8818;0,53839
4680;24250;48,8099;0,54088
4680;24170;48,738;0,54337
4680;24090;48,6661;0,54584
4680;24010;48,5942;0,54831
4680;23930;48,5223;0,55078
4680;23850;48,4504;0,55323
4680;23770;48,3785;0,55569
4680;23690;48,3066;0,55813
4680;23610;48,2347;0,56057
4680;23530;48,1628;0,563
4680;23450;48,0909;0,56542
4680;23370;48,019;0,56784
4680;23290;47,947;0,57025
4680;23210;47,8751;0,57265
4680;23130;47,8032;0,57505
4680;23050;47,7312;0,57744
4680;22970;47,6593;0,57982
4680;22890;47,5874;0,5822
4680;22810;47,5154;0,58457
4680;22730;47,4435;0,58694
4680;22650;47,3716;0,5893
4680;22570;47,2996;0,59165
4680;22490;47,2277;0,59399
4680;22410;47,1557;0,59633
4680;22330;47,0838;0,59867
4680;22250;47,0118;0,60099
4680;22170;46,9399;0,60331
4680;22090;46,8679;0,60563
4680;22010;46,7959;0,60794
4680;21930;46,724;0,61024
4680;21850;46,652;0,61254
4680;21770;46,5801;0,61483
4680;21690;46,5081;0,61711
4680;21610;46,4362;0,61939
4680;21530;46,3642;0,62166
4680;21450;46,2922;0,62393
4680;21370;46,2203;0,62619
4680;21290;46,1483;0,62844
4680;21210;46,0764;0,63069
4680;21130;46,0044;0,63293
4680;21050;45,9324;0,63517
4680;20970;45,8605;0,6374
4680;20890;45,7885;0,63962
4680;20810;45,7166;0,64184
4680;20730;45,6446;0,64405
4680;20650;45,5727;0,64626
4680;20570;45,5007;0,64846
4680;20490;45,4287;0,65066
4680;20410;45,3568;0,65285
4680;20330;45,2848;0,65503
4680;20250;45,2129;0,65721
4680;20170;45,1409;0,65939
4680;20090;45,069;0,66155
4680;20010;44,997;0,66372
4680;19930;44,9251;0,66587
4680;19850;44,8532;0,66802
4680;19770;44,7812;0,67017
4680;19690;44,7093;0,67231
4680;19610;44,6373;0,67444
4680;19530;44,5654;0,67657
4680;19450;44,4935;0,67869
4680;19370;44,4216;0,68081
4680;19290;44,3496;0,68292
4680;19210;44,2777;0,68503
4680;19130;44,2058;0,68713
4680;19050;44,1339;0,68923
4680;18970;44,062;0,69132
4680;18890;43,99;0,69341
4680;18810;43,9181;0,69549
4680;18730;43,8462;0,69756
4680;18650;43,7743;0,69963
4680;18570;43,7024;0,7017
4680;18490;43,6305;0,70376
4680;18410;43,5587;0,70581
4680;18330;43,4868;0,70786
4680;18250;43,4149;0,70991
4680;18170;43,343;0,71194
4680;18090;43,2711;0,71398
4680;18010;43,1993;0,71601
4680;17930;43,1274;0,71803
4680;17850;43,0555;0,72005
4680;17770;42,9837;0,72206
4680;17690;42,9118;0,72407
4680;17610;42,84;0,72608
4680;17530;42,7682;0,72807
4680;17450;42,6963;0,73007
4680;17370;42,6245;0,73206
4760;25370;49,8174;0,61635
4760;25290;49,7456;0,61878
4760;25210;49,6738;0,6212
4760;25130;49,602;0,62361
4760;25050;49,5301;0,62602
4760;24970;49,4583;0,62842
4760;24890;49,3864;0,63081
4760;24810;49,3146;0,6332
4760;24730;49,2427;0,63558
4760;24650;49,1709;0,63795
4760;24570;49,099;0,64031
4760;24490;49,0271;0,64267
4760;24410;48,9553;0,64503
4760;24330;48,8834;0,64737
4760;24250;48,8115;0,64972
4760;24170;48,7396;0,65205
4760;24090;48,6677;0,65438
4760;24010;48,5958;0,6567
4760;23930;48,5239;0,65901
4760;23850;48,452;0,66132
4760;23770;48,3801;0,66362
4760;23690;48,3082;0,66592
4760;23610;48,2363;0,66821
4760;23530;48,1644;0,67049
4760;23450;48,0924;0,67277
4760;23370;48,0205;0,67504
4760;23290;47,9486;0,6773
4760;23210;47,8767;0,67956
4760;23130;47,8047;0,68181
4760;23050;47,7328;0,68406
4760;22970;47,6609;0,6863
4760;22890;47,5889;0,68853
4760;22810;47,517;0,69076
4760;22730;47,445;0,69298
4760;22650;47,3731;0,6952
4760;22570;47,3012;0,69741
4760;22490;47,2292;0,69961
4760;22410;47,1572;0,70181
4760;22330;47,0853;0,704
4760;22250;47,0133;0,70619
4760;22170;46,9414;0,70837
4760;22090;46,8694;0,71054
4760;22010;46,7975;0,71271
4760;21930;46,7255;0,71487
4760;21850;46,6536;0,71703
4760;21770;46,5816;0,71918
4760;21690;46,5096;0,72133
4760;21610;46,4377;0,72347
4760;21530;46,3657;0,7256
4760;21450;46,2938;0,72773
4760;21370;46,2218;0,72985
4760;21290;46,1498;0,73197
4760;21210;46,0779;0,73408
4760;21130;46,0059;0,73619
4760;21050;45,934;0,73829
4760;20970;45,862;0,74039
4760;20890;45,79;0,74248
4760;20810;45,7181;0,74456
4760;20730;45,6461;0,74664
4760;20650;45,5741;0,74871
4760;20570;45,5022;0,75078
4760;20490;45,4302;0,75284
4760;20410;45,3583;0,7549
4760;20330;45,2863;0,75696
4760;20250;45,2144;0,759
4760;20170;45,1424;0,76104
4760;20090;45,0705;0,76308
4760;20010;44,9985;0,76511
4760;19930;44,9266;0,76714
4760;19850;44,8546;0,76916
4760;19770;44,7827;0,77117
4760;19690;44,7108;0,77318
4760;19610;44,6388;0,77519
4760;19530;44,5669;0,77719
4760;19450;44,495;0,77918
4760;19370;44,423;0,78117
4760;19290;44,3511;0,78316
4760;19210;44,2792;0,78514
4760;19130;44,2073;0,78711
4760;19050;44,1353;0,78908
4760;18970;44,0634;0,79104
4760;18890;43,9915;0,793
4760;18810;43,9196;0,79496
4760;18730;43,8477;0,79691
4760;18650;43,7758;0,79885
4760;18570;43,7039;0,80079
4760;18490;43,632;0,80273
4760;18410;43,5601;0,80466
4760;18330;43,4882;0,80658
4760;18250;43,4163;0,8085
4760;18170;43,3445;0,81042
4760;18090;43,2726;0,81233
4760;18010;43,2007;0,81423
4760;17930;43,1288;0,81614
4760;17850;43,057;0,81803
4760;17770;42,9851;0,81993
4760;17690;42,9133;0,82181
4760;17610;42,8414;0,82369
4760;17530;42,7696;0,82557
4760;17450;42,6978;0,82744
4760;17370;42,6259;0,82931
4840;25450;49,8908;0,72506
4840;25370;49,819;0,72734
4840;25290;49,7471;0,72961
4840;25210;49,6753;0,73188
4840;25130;49,6035;0,73413
4840;25050;49,5316;0,73638
4840;24970;49,4598;0,73863
4840;24890;49,388;0,74087
4840;24810;49,3161;0,7431
4840;24730;49,2442;0,74533
4840;24650;49,1724;0,74755
4840;24570;49,1005;0,74976
4840;24490;49,0286;0,75197
4840;24410;48,9568;0,75417
4840;24330;48,8849;0,75637
4840;24250;48,813;0,75855
4840;24170;48,7411;0,76074
4840;24090;48,6692;0,76292
4840;24010;48,5973;0,76509
4840;23930;48,5254;0,76725
4840;23850;48,4535;0,76941
4840;23770;48,3816;0,77157
4840;23690;48,3097;0,77371
4840;23610;48,2378;0,77586
4840;23530;48,1658;0,77799
4840;23450;48,0939;0,78012
4840;23370;48,022;0,78224
4840;23290;47,9501;0,78436
4840;23210;47,8781;0,78648
4840;23130;47,8062;0,78858
4840;23050;47,7343;0,79068
4840;22970;47,6623;0,79278
4840;22890;47,5904;0,79487
4840;22810;47,5184;0,79695
4840;22730;47,4465;0,79903
4840;22650;47,3746;0,80111
4840;22570;47,3026;0,80317
4840;22490;47,2306;0,80523
4840;22410;47,1587;0,80729
4840;22330;47,0867;0,80934
4840;22250;47,0148;0,81139
4840;22170;46,9428;0,81343
4840;22090;46,8709;0,81546
4840;22010;46,7989;0,81749
4840;21930;46,727;0,81951
4840;21850;46,655;0,82153
4840;21770;46,583;0,82354
4840;21690;46,5111;0,82555
4840;21610;46,4391;0,82755
4840;21530;46,3671;0,82955
4840;21450;46,2952;0,83154
4840;21370;46,2232;0,83353
4840;21290;46,1513;0,83551
4840;21210;46,0793;0,83749
4840;21130;46,0073;0,83946
4840;21050;45,9354;0,84142
4840;20970;45,8634;0,84338
4840;20890;45,7914;0,84534
4840;20810;45,7195;0,84729
4840;20730;45,6475;0,84923
4840;20650;45,5756;0,85117
4840;20570;45,5036;0,85311
4840;20490;45,4316;0,85504
4840;20410;45,3597;0,85696
4840;20330;45,2877;0,85888
4840;20250;45,2158;0,8608
4840;20170;45,1438;0,86271
4840;20090;45,0719;0,86461
4840;20010;44,9999;0,86651
4840;19930;44,928;0,86841
4840;19850;44,856;0,8703
4840;19770;44,7841;0,87218
4840;19690;44,7121;0,87406
4840;19610;44,6402;0,87594
4840;19530;44,5683;0,87781
4840;19450;44,4963;0,87967
4840;19370;44,4244;0,88154
4840;19290;44,3525;0,88339
4840;19210;44,2805;0,88525
4840;19130;44,2086;0,88709
4840;19050;44,1367;0,88894
4840;18970;44,0648;0,89077
4840;18890;43,9929;0,89261
4840;18810;43,921;0,89443
4840;18730;43,8491;0,89626
4840;18650;43,7772;0,89808
4840;18570;43,7052;0,89989
4840;18490;43,6334;0,9017
4840;18410;43,5615;0,90351
4840;18330;43,4896;0,90531
4840;18250;43,4177;0,90711
4840;18170;43,3458;0,9089
4840;18090;43,2739;0,91069
4840;18010;43,2021;0,91247
4840;17930;43,1302;0,91425
4840;17850;43,0583;0,91602
4840;17770;42,9865;0,91779
4840;17690;42,9146;0,91956
4840;17610;42,8428;0,92132
4840;17530;42,7709;0,92308
4840;17450;42,6991;0,92483
4840;17370;42,6273;0,92658
4840;17290;42,5554;0,92832
4920;25450;49,8922;0,83622
4920;25370;49,8204;0,83834
4920;25290;49,7486;0,84045
4920;25210;49,6767;0,84256
4920;25130;49,6049;0,84466
4920;25050;49,5331;0,84676
4920;24970;49,4612;0,84885
4920;24890;49,3894;0,85093
4920;24810;49,3175;0,85301
4920;24730;49,2456;0,85508
4920;24650;49,1738;0,85715
4920;24570;49,1019;0,85921
4920;24490;49,03;0,86127
4920;24410;48,9582;0,86332
4920;24330;48,8863;0,86536
4920;24250;48,8144;0,8674
4920;24170;48,7425;0,86943
4920;24090;48,6706;0,87146
4920;24010;48,5987;0,87348
4920;23930;48,5268;0,8755
4920;23850;48,4549;0,87751
4920;23770;48,383;0,87951
4920;23690;48,3111;0,88151
4920;23610;48,2391;0,88351
4920;23530;48,1672;0,8855
4920;23450;48,0953;0,88748
4920;23370;48,0234;0,88946
4920;23290;47,9514;0,89143
4920;23210;47,8795;0,8934
4920;23130;47,8076;0,89536
4920;23050;47,7356;0,89732
4920;22970;47,6637;0,89927
4920;22890;47,5918;0,90121
4920;22810;47,5198;0,90315
4920;22730;47,4479;0,90509
4920;22650;47,3759;0,90702
4920;22570;47,304;0,90894
4920;22490;47,232;0,91086
4920;22410;47,1601;0,91278
4920;22330;47,0881;0,91469
4920;22250;47,0161;0,91659
4920;22170;46,9442;0,91849
4920;22090;46,8722;0,92038
4920;22010;46,8003;0,92227
4920;21930;46,7283;0,92416
4920;21850;46,6563;0,92604
4920;21770;46,5844;0,92791
4920;21690;46,5124;0,92978
4920;21610;46,4404;0,93164
4920;21530;46,3685;0,9335
4920;21450;46,2965;0,93536
4920;21370;46,2246;0,93721
4920;21290;46,1526;0,93905
4920;21210;46,0806;0,94089
4920;21130;46,0087;0,94273
4920;21050;45,9367;0,94456
4920;20970;45,8647;0,94638
4920;20890;45,7928;0,9482
4920;20810;45,7208;0,95002
4920;20730;45,6488;0,95183
4920;20650;45,5769;0,95363
4920;20570;45,5049;0,95544
4920;20490;45,433;0,95723
4920;20410;45,361;0,95903
4920;20330;45,289;0,96081
4920;20250;45,2171;0,96259
4920;20170;45,1451;0,96437
4920;20090;45,0732;0,96615
4920;20010;45,0012;0,96792
4920;19930;44,9293;0,96968
4920;19850;44,8573;0,97144
4920;19770;44,7854;0,9732
4920;19690;44,7134;0,97495
4920;19610;44,6415;0,97669
4920;19530;44,5696;0,97844
4920;19450;44,4976;0,98017
4920;19370;44,4257;0,98191
4920;19290;44,3538;0,98364
4920;19210;44,2818;0,98536
4920;19130;44,2099;0,98708
4920;19050;44,138;0,98879
4920;18970;44,0661;0,99051
4920;18890;43,9941;0,99221
4920;18810;43,9222;0,99392
4920;18730;43,8503;0,99561
4920;18650;43,7784;0,99731
4920;18570;43,7065;0,999
4920;18490;43,6346;1,00068
4920;18410;43,5627;1,00236
4920;18330;43,4908;1,00404
4920;18250;43,4189;1,00571
4920;18170;43,3471;1,00738
4920;18090;43,2752;1,00905
4920;18010;43,2033;1,01071
4920;17930;43,1314;1,01236
4920;17850;43,0596;1,01402
4920;17770;42,9877;1,01566
4920;17690;42,9159;1,01731
4920;17610;42,844;1,01895
4920;17530;42,7722;1,02058
4920;17450;42,7003;1,02221
4920;17370;42,6285;1,02384
5000;25450;49,8935;0,94738
5000;25370;49,8217;0,94934
5000;25290;49,7499;0,9513
5000;25210;49,678;0,95325
5000;25130;49,6062;0,9552
5000;25050;49,5344;0,95714
5000;24970;49,4625;0,95907
5000;24890;49,3907;0,961
5000;24810;49,3188;0,96293
5000;24730;49,247;0,96485
5000;24650;49,1751;0,96676
5000;24570;49,1032;0,96867
5000;24490;49,0313;0,97057
5000;24410;48,9595;0,97247
5000;24330;48,8876;0,97436
5000;24250;48,8157;0,97625
5000;24170;48,7438;0,97813
5000;24090;48,6719;0,98001
5000;24010;48,6;0,98188
5000;23930;48,5281;0,98375
5000;23850;48,4562;0,98561
5000;23770;48,3843;0,98747
5000;23690;48,3123;0,98932
5000;23610;48,2404;0,99117
5000;23530;48,1685;0,99301
5000;23450;48,0966;0,99484
5000;23370;48,0247;0,99668
5000;23290;47,9527;0,9985
5000;23210;47,8808;1,00032
5000;23130;47,8088;1,00214
5000;23050;47,7369;1,00395
5000;22970;47,665;1,00576
5000;22890;47,593;1,00756
5000;22810;47,5211;1,00936
5000;22730;47,4491;1,01115
5000;22650;47,3772;1,01294
