LAMBX (hm);LAMBY (hm);LAT_DG;LON_DG
600;24010;48,3822;-4,96118
760;24170;48,5386;-4,76561
760;24090;48,467;-4,75585
760;24010;48,3953;-4,74612
760;23930;48,3237;-4,73641
760;23610;48,0371;-4,69785
840;24170;48,545;-4,65775
840;24090;48,4734;-4,64814
840;24010;48,4017;-4,63855
840;23930;48,3301;-4,62899
840;23850;48,2585;-4,61945
840;23610;48,0435;-4,59101
840;23530;47,9718;-4,58158
920;24250;48,623;-4,55935
920;24170;48,5514;-4,54986
920;24090;48,4797;-4,54039
920;24010;48,4081;-4,53095
920;23930;48,3364;-4,52154
920;23850;48,2648;-4,51215
920;23770;48,1931;-4,50279
920;23610;48,0498;-4,48414
920;23530;47,9781;-4,47485
1000;24250;48,6293;-4,45129
1000;24170;48,5576;-4,44194
1000;24090;48,486;-4,43262
1000;24010;48,4143;-4,42333
1000;23930;48,3426;-4,41406
1000;23850;48,271;-4,40482
1000;23770;48,1993;-4,3956
1000;23690;48,1276;-4,38641
1000;23610;48,056;-4,37724
1000;23530;47,9843;-4,3681
1000;23450;47,9126;-4,35898
1000;23370;47,8409;-4,34988
1000;23290;47,7692;-4,34082
1080;24250;48,6354;-4,3432
1080;24170;48,5638;-4,334
1080;24090;48,4921;-4,32483
1080;24010;48,4204;-4,31568
1080;23930;48,3488;-4,30656
1080;23850;48,2771;-4,29746
1080;23770;48,2054;-4,28839
1080;23690;48,1337;-4,27934
1080;23610;48,0621;-4,27032
1080;23530;47,9904;-4,26132
1080;23450;47,9187;-4,25235
1080;23370;47,847;-4,24339
1080;23290;47,7753;-4,23447
1160;24250;48,6415;-4,23508
1160;24170;48,5698;-4,22603
1160;24090;48,4981;-4,21701
1160;24010;48,4265;-4,20801
1160;23930;48,3548;-4,19903
1160;23850;48,2831;-4,19008
1160;23770;48,2114;-4,18115
1160;23690;48,1397;-4,17225
1160;23610;48,068;-4,16337
1160;23530;47,9964;-4,15452
1160;23450;47,9247;-4,14569
1160;23370;47,853;-4,13688
1160;23290;47,7812;-4,1281
1240;24330;48,7191;-4,13587
1240;24250;48,6474;-4,12694
1240;24170;48,5758;-4,11804
1240;24090;48,5041;-4,10916
1240;24010;48,4324;-4,10031
1240;23930;48,3607;-4,09148
1240;23850;48,289;-4,08267
1240;23770;48,2173;-4,07389
1240;23690;48,1456;-4,06514
1240;23610;48,0739;-4,0564
1240;23530;48,0022;-4,04769
1240;23450;47,9305;-4,03901
1240;23370;47,8588;-4,03034
1320;24330;48,725;-4,02756
1320;24250;48,6533;-4,01878
1320;24170;48,5816;-4,01003
1320;24090;48,5099;-4,00129
1320;24010;48,4382;-3,99259
1320;23930;48,3666;-3,9839
1320;23850;48,2948;-3,97524
1320;23770;48,2232;-3,96661
1320;23690;48,1515;-3,958
1320;23610;48,0797;-3,94941
1320;23530;48,008;-3,94084
1320;23450;47,9363;-3,9323
1320;23370;47,8646;-3,92378
1400;24330;48,7307;-3,91922
1400;24250;48,659;-3,91059
1400;24170;48,5874;-3,90198
1400;24090;48,5157;-3,8934
1400;24010;48,444;-3,88484
1400;23930;48,3723;-3,8763
1400;23850;48,3006;-3,86779
1400;23770;48,2289;-3,8593
1400;23690;48,1572;-3,85083
1400;23610;48,0854;-3,84239
1400;23530;48,0137;-3,83397
1400;23450;47,942;-3,82557
1400;23370;47,8703;-3,8172
1400;23290;47,7985;-3,80884
1480;24330;48,7364;-3,81086
1480;24250;48,6647;-3,80238
1480;24170;48,593;-3,79392
1480;24090;48,5213;-3,78548
1480;24010;48,4496;-3,77707
1480;23930;48,3779;-3,76868
1480;23850;48,3062;-3,76031
1480;23770;48,2345;-3,75197
1480;23690;48,1628;-3,74365
1480;23610;48,091;-3,73535
1480;23530;48,0193;-3,72707
1480;23450;47,9476;-3,71882
1480;23370;47,8759;-3,71059
1480;23290;47,8041;-3,70238
1560;24250;48,6703;-3,69414
1560;24170;48,5986;-3,68583
1560;24090;48,5269;-3,67754
1560;24010;48,4552;-3,66928
1560;23930;48,3834;-3,66104
1560;23850;48,3117;-3,65282
1560;23770;48,24;-3,64462
1560;23690;48,1683;-3,63644
1560;23610;48,0965;-3,62829
1560;23530;48,0248;-3,62016
1560;23450;47,9531;-3,61205
1560;23370;47,8813;-3,60396
1560;23290;47,8096;-3,59589
1560;23210;47,7378;-3,58785
1640;24410;48,8191;-3,60228
1640;24330;48,7474;-3,59407
1640;24250;48,6757;-3,58589
1640;24170;48,604;-3,57772
1640;24090;48,5323;-3,56958
1640;24010;48,4606;-3,56146
1640;23930;48,3889;-3,55337
1640;23850;48,3171;-3,54529
1640;23770;48,2454;-3,53724
1640;23690;48,1737;-3,52921
1640;23610;48,102;-3,5212
1640;23530;48,0302;-3,51322
1640;23450;47,9585;-3,50525
1640;23370;47,8867;-3,49731
1640;23290;47,815;-3,48939
1640;23210;47,7432;-3,48149
1640;23130;47,6715;-3,47361
1640;23050;47,5997;-3,46575
1720;24410;48,8245;-3,4937
1720;24330;48,7528;-3,48564
1720;24250;48,6811;-3,47761
1720;24170;48,6094;-3,46959
1720;24090;48,5377;-3,4616
1720;24010;48,4659;-3,45363
1720;23930;48,3942;-3,44568
1720;23850;48,3225;-3,43775
1720;23770;48,2507;-3,42984
1720;23690;48,179;-3,42196
1720;23610;48,1073;-3,4141
1720;23530;48,0355;-3,40625
1720;23450;47,9638;-3,39843
1720;23370;47,892;-3,39064
1720;23290;47,8203;-3,38286
1720;23210;47,7485;-3,3751
1720;23130;47,6767;-3,36737
1720;23050;47,605;-3,35965
1800;24410;48,8298;-3,3851
1800;24330;48,7581;-3,37719
1800;24250;48,6864;-3,3693
1800;24170;48,6146;-3,36144
1800;24090;48,5429;-3,35359
1800;24010;48,4712;-3,34577
1800;23930;48,3995;-3,33796
1800;23850;48,3277;-3,33018
1800;23770;48,256;-3,32242
1800;23690;48,1842;-3,31469
1800;23610;48,1125;-3,30697
1800;23530;48,0407;-3,29927
1800;23450;47,969;-3,2916
1800;23370;47,8972;-3,28394
1800;23290;47,8254;-3,27631
1800;23210;47,7537;-3,26869
1800;23130;47,6819;-3,2611
1800;22810;47,3948;-3,23093
1800;22730;47,323;-3,22344
1880;24410;48,835;-3,27648
1880;24330;48,7633;-3,26872
1880;24250;48,6915;-3,26098
1880;24170;48,6198;-3,25326
1880;24090;48,5481;-3,24556
1880;24010;48,4763;-3,23789
1880;23930;48,4046;-3,23023
1880;23850;48,3328;-3,2226
1880;23770;48,2611;-3,21498
1880;23690;48,1893;-3,20739
1880;23610;48,1176;-3,19982
1880;23530;48,0458;-3,19227
1880;23450;47,9741;-3,18474
1880;23370;47,9023;-3,17723
1880;23290;47,8305;-3,16974
1880;23210;47,7587;-3,16227
1880;23130;47,687;-3,15482
1880;23050;47,6152;-3,14739
1880;22970;47,5434;-3,13998
1880;22890;47,4716;-3,13259
1880;22730;47,3281;-3,11787
1880;22650;47,2563;-3,11054
1960;24410;48,8401;-3,16784
1960;24330;48,7683;-3,16022
1960;24250;48,6966;-3,15263
1960;24170;48,6249;-3,14506
1960;24090;48,5531;-3,13751
1960;24010;48,4814;-3,12998
1960;23930;48,4096;-3,12248
1960;23850;48,3379;-3,11499
1960;23770;48,2661;-3,10752
1960;23690;48,1944;-3,10008
1960;23610;48,1226;-3,09265
1960;23530;48,0508;-3,08524
1960;23450;47,9791;-3,07786
1960;23370;47,9073;-3,07049
1960;23290;47,8355;-3,06314
1960;23210;47,7637;-3,05582
1960;23130;47,6919;-3,04851
1960;23050;47,6202;-3,04123
1960;22970;47,5484;-3,03396
2040;24410;48,845;-3,05917
2040;24330;48,7733;-3,05171
2040;24250;48,7016;-3,04427
2040;24170;48,6298;-3,03684
2040;24090;48,5581;-3,02944
2040;24010;48,4863;-3,02206
2040;23930;48,4146;-3,0147
2040;23850;48,3428;-3,00736
2040;23770;48,271;-3,00004
2040;23690;48,1993;-2,99274
2040;23610;48,1275;-2,98546
2040;23530;48,0557;-2,9782
2040;23450;47,984;-2,97096
2040;23370;47,9122;-2,96374
2040;23290;47,8404;-2,95653
2040;23210;47,7686;-2,94935
2040;23130;47,6968;-2,94219
2040;23050;47,625;-2,93505
2040;22970;47,5532;-2,92792
2040;22810;47,4096;-2,91373
2040;22730;47,3378;-2,90666
2120;24410;48,8499;-2,95049
2120;24330;48,7782;-2,94317
2120;24250;48,7064;-2,93588
2120;24170;48,6347;-2,92861
2120;24090;48,5629;-2,92135
2120;24010;48,4912;-2,91412
2120;23930;48,4194;-2,90691
2120;23850;48,3477;-2,89971
2120;23770;48,2759;-2,89254
2120;23690;48,2041;-2,88538
2120;23610;48,1323;-2,87825
2120;23530;48,0606;-2,87113
2120;23450;47,9888;-2,86404
2120;23370;47,917;-2,85696
2120;23290;47,8452;-2,8499
2120;23210;47,7734;-2,84286
2120;23130;47,7016;-2,83585
2120;23050;47,6298;-2,82884
2120;22970;47,558;-2,82186
2120;22890;47,4862;-2,8149
2200;24170;48,6395;-2,82035
2200;24090;48,5677;-2,81324
2200;24010;48,4959;-2,80616
2200;23930;48,4242;-2,79909
2200;23850;48,3524;-2,79204
2200;23770;48,2806;-2,78502
2200;23690;48,2088;-2,77801
2200;23610;48,1371;-2,77102
2200;23530;48,0653;-2,76405
2200;23450;47,9935;-2,7571
2200;23370;47,9217;-2,75017
2200;23290;47,8499;-2,74325
2200;23210;47,7781;-2,73636
2200;23130;47,7063;-2,72948
2200;23050;47,6345;-2,72263
2200;22970;47,5627;-2,71579
2200;22890;47,4909;-2,70897
2280;24090;48,5724;-2,70511
2280;24010;48,5006;-2,69817
2280;23930;48,4288;-2,69126
2280;23850;48,357;-2,68436
2280;23770;48,2853;-2,67748
2280;23690;48,2135;-2,67061
2280;23610;48,1417;-2,66377
2280;23530;48,0699;-2,65695
2280;23450;47,9981;-2,65014
2280;23370;47,9263;-2,64335
2280;23290;47,8545;-2,63658
2280;23210;47,7827;-2,62983
2280;23130;47,7109;-2,6231
2280;23050;47,6391;-2,61639
2280;22970;47,5673;-2,60969
2280;22890;47,4954;-2,60301
2360;24090;48,5769;-2,59696
2360;24010;48,5051;-2,59017
2360;23930;48,4334;-2,5834
2360;23850;48,3616;-2,57665
2360;23770;48,2898;-2,56992
2360;23690;48,218;-2,5632
2360;23610;48,1462;-2,5565
2360;23530;48,0744;-2,54983
2360;23450;48,0026;-2,54316
2360;23370;47,9308;-2,53652
2360;23290;47,859;-2,5299
2360;23210;47,7872;-2,52329
2360;23130;47,7154;-2,5167
2360;23050;47,6435;-2,51013
2360;22970;47,5717;-2,50358
2360;22890;47,4999;-2,49704
2360;22810;47,4281;-2,49053
2360;22730;47,3563;-2,48403
2360;22650;47,2844;-2,47754
2440;24170;48,6532;-2,49546
2440;24090;48,5814;-2,4888
2440;24010;48,5096;-2,48215
2440;23930;48,4378;-2,47553
2440;23850;48,366;-2,46893
2440;23770;48,2942;-2,46234
2440;23690;48,2224;-2,45577
2440;23610;48,1506;-2,44922
2440;23530;48,0788;-2,44269
2440;23450;48,007;-2,43617
2440;23370;47,9352;-2,42967
2440;23290;47,8634;-2,42319
2440;23210;47,7916;-2,41673
2440;23130;47,7198;-2,41029
2440;23050;47,6479;-2,40386
2440;22970;47,5761;-2,39745
2440;22890;47,5043;-2,39106
2440;22810;47,4325;-2,38468
2440;22730;47,3606;-2,37832
2440;22650;47,2888;-2,37198
2440;22010;46,7141;-2,32186
2520;24170;48,6575;-2,38712
2520;24090;48,5857;-2,38061
2520;24010;48,514;-2,37412
2520;23930;48,4422;-2,36764
2520;23850;48,3704;-2,36118
2520;23770;48,2986;-2,35474
2520;23690;48,2268;-2,34832
2520;23610;48,155;-2,34192
2520;23530;48,0831;-2,33553
2520;23450;48,0113;-2,32916
2520;23370;47,9395;-2,32281
2520;23290;47,8677;-2,31647
2520;23210;47,7959;-2,31015
2520;23130;47,7241;-2,30385
2520;23050;47,6522;-2,29757
2520;22970;47,5804;-2,2913
2520;22890;47,5086;-2,28505
2520;22810;47,4367;-2,27882
2520;22730;47,3649;-2,2726
2520;22650;47,2931;-2,2664
2520;22570;47,2212;-2,26022
2520;22490;47,1494;-2,25405
2520;22330;47,0057;-2,24177
2520;22250;46,9338;-2,23565
2600;24170;48,6618;-2,27877
2600;24090;48,59;-2,27241
2600;24010;48,5182;-2,26606
2600;23930;48,4464;-2,25973
2600;23850;48,3746;-2,25342
2600;23770;48,3028;-2,24713
2600;23690;48,231;-2,24085
2600;23610;48,1592;-2,2346
2600;23530;48,0874;-2,22835
2600;23450;48,0156;-2,22213
2600;23370;47,9437;-2,21592
2600;23290;47,8719;-2,20973
2600;23210;47,8001;-2,20356
2600;23130;47,7282;-2,1974
2600;23050;47,6564;-2,19126
2600;22970;47,5846;-2,18514
2600;22890;47,5127;-2,17903
2600;22810;47,4409;-2,17294
2600;22730;47,3691;-2,16686
2600;22650;47,2972;-2,1608
2600;22570;47,2254;-2,15476
2600;22490;47,1535;-2,14874
2600;22410;47,0817;-2,14273
2600;22250;46,938;-2,13076
2600;22170;46,8661;-2,12479
2600;22090;46,7942;-2,11885
2680;24090;48,5942;-2,16418
2680;24010;48,5224;-2,15799
2680;23930;48,4506;-2,15181
2680;23850;48,3788;-2,14564
2680;23770;48,307;-2,1395
2680;23690;48,2351;-2,13337
2680;23610;48,1633;-2,12726
2680;23530;48,0915;-2,12116
2680;23450;48,0197;-2,11508
2680;23370;47,9478;-2,10902
2680;23290;47,876;-2,10297
2680;23210;47,8042;-2,09695
2680;23130;47,7323;-2,09093
2680;23050;47,6605;-2,08493
2680;22970;47,5887;-2,07895
2680;22890;47,5168;-2,07299
2680;22810;47,445;-2,06704
2680;22730;47,3731;-2,06111
2680;22650;47,3013;-2,05519
2680;22570;47,2294;-2,04929
2680;22490;47,1576;-2,04341
2680;22410;47,0857;-2,03754
2680;22330;47,0139;-2,03168
2680;22250;46,942;-2,02585
2680;22170;46,8701;-2,02002
2680;22090;46,7983;-2,01422
2680;22010;46,7264;-2,00842
2680;18250;43,3495;-1,75258
2680;18170;43,2777;-1,74747
2760;24090;48,5982;-2,05595
2760;24010;48,5264;-2,0499
2760;23930;48,4546;-2,04387
2760;23850;48,3828;-2,03785
2760;23770;48,311;-2,03185
2760;23690;48,2392;-2,02587
2760;23610;48,1674;-2,0199
2760;23530;48,0955;-2,01395
2760;23450;48,0237;-2,00802
2760;23370;47,9519;-2,0021
2760;23290;47,88;-1,9962
2760;23210;47,8082;-1,99032
2760;23130;47,7364;-1,98445
2760;23050;47,6645;-1,97859
2760;22970;47,5927;-1,97276
2760;22890;47,5208;-1,96693
2760;22810;47,449;-1,96113
2760;22730;47,3771;-1,95534
2760;22650;47,3052;-1,94956
2760;22570;47,2334;-1,9438
2760;22490;47,1615;-1,93806
2760;22410;47,0897;-1,93233
2760;22330;47,0178;-1,92662
2760;22250;46,9459;-1,92092
2760;22170;46,8741;-1,91524
2760;22090;46,8022;-1,90957
2760;22010;46,7304;-1,90392
2760;21930;46,6585;-1,89828
2760;21850;46,5866;-1,89266
2760;18330;43,425;-1,65921
2760;18250;43,3532;-1,65421
2760;18170;43,2814;-1,64921
2760;18090;43,2096;-1,64423
2840;24170;48,674;-1,95361
2840;24090;48,6022;-1,94769
2840;24010;48,5304;-1,94179
2840;23930;48,4586;-1,93591
2840;23850;48,3868;-1,93004
2840;23770;48,3149;-1,92419
2840;23690;48,2431;-1,91835
2840;23610;48,1713;-1,91253
2840;23530;48,0995;-1,90673
2840;23450;48,0276;-1,90094
2840;23370;47,9558;-1,89517
2840;23290;47,8839;-1,88941
2840;23210;47,8121;-1,88367
2840;23130;47,7403;-1,87795
2840;23050;47,6684;-1,87224
2840;22970;47,5966;-1,86654
2840;22890;47,5247;-1,86086
2840;22810;47,4528;-1,8552
2840;22730;47,381;-1,84955
2840;22650;47,3091;-1,84392
2840;22570;47,2373;-1,8383
2840;22490;47,1654;-1,8327
2840;22410;47,0935;-1,82711
2840;22330;47,0217;-1,82154
2840;22250;46,9498;-1,81598
2840;22170;46,8779;-1,81044
2840;22090;46,806;-1,80491
2840;22010;46,7342;-1,79939
2840;21930;46,6623;-1,79389
2840;21850;46,5904;-1,78841
2840;21770;46,5186;-1,78294
2840;21690;46,4467;-1,77748
2840;18410;43,5004;-1,5656
2840;18330;43,4286;-1,5607
2840;18250;43,3568;-1,55582
2840;18170;43,285;-1,55094
2840;18090;43,2132;-1,54608
2840;17930;43,0697;-1,5364
2920;25370;49,7545;-1,93364
2920;25290;49,6827;-1,92763
2920;25130;49,5392;-1,91565
2920;24410;48,8933;-1,86258
2920;24170;48,6779;-1,84519
2920;24090;48,6061;-1,83942
2920;24010;48,5343;-1,83367
2920;23930;48,4624;-1,82793
2920;23850;48,3906;-1,82221
2920;23770;48,3188;-1,81651
2920;23690;48,247;-1,81082
2920;23610;48,1751;-1,80515
2920;23530;48,1033;-1,79949
2920;23450;48,0315;-1,79385
2920;23370;47,9596;-1,78822
2920;23290;47,8878;-1,78261
2920;23210;47,8159;-1,77701
2920;23130;47,7441;-1,77143
2920;23050;47,6722;-1,76587
2920;22970;47,6004;-1,76031
2920;22890;47,5285;-1,75478
2920;22810;47,4566;-1,74926
2920;22730;47,3848;-1,74375
2920;22650;47,3129;-1,73826
2920;22570;47,241;-1,73278
2920;22490;47,1692;-1,72732
2920;22410;47,0973;-1,72187
2920;22330;47,0254;-1,71644
2920;22250;46,9535;-1,71102
2920;22170;46,8817;-1,70562
2920;22090;46,8098;-1,70023
2920;22010;46,7379;-1,69486
2920;21930;46,666;-1,6895
2920;21850;46,5942;-1,68415
2920;21770;46,5223;-1,67882
2920;21690;46,4504;-1,6735
2920;18570;43,6476;-1,47653
2920;18490;43,5758;-1,47173
2920;18410;43,504;-1,46695
2920;18330;43,4322;-1,46217
2920;18250;43,3603;-1,45741
2920;18170;43,2885;-1,45266
2920;18090;43,2167;-1,44793
2920;18010;43,1449;-1,4432
2920;17930;43,0732;-1,43849
2920;17850;43,0014;-1,43379
3000;25290;49,6866;-1,81706
3000;25210;49,6148;-1,81122
3000;25130;49,5431;-1,8054
3000;25050;49,4713;-1,79959
3000;24970;49,3996;-1,7938
3000;24090;48,6098;-1,73113
3000;24010;48,538;-1,72553
3000;23930;48,4662;-1,71994
3000;23850;48,3944;-1,71437
3000;23770;48,3225;-1,70881
3000;23690;48,2507;-1,70327
3000;23610;48,1789;-1,69774
3000;23530;48,107;-1,69223
3000;23450;48,0352;-1,68674
3000;23370;47,9633;-1,68126
3000;23290;47,8915;-1,67579
3000;23210;47,8196;-1,67034
3000;23130;47,7478;-1,6649
3000;23050;47,6759;-1,65948
3000;22970;47,6041;-1,65407
3000;22890;47,5322;-1,64868
3000;22810;47,4603;-1,6433
3000;22730;47,3885;-1,63794
3000;22650;47,3166;-1,63259
3000;22570;47,2447;-1,62725
3000;22490;47,1728;-1,62193
3000;22410;47,101;-1,61662
3000;22330;47,0291;-1,61133
3000;22250;46,9572;-1,60605
3000;22170;46,8853;-1,60079
3000;22090;46,8134;-1,59554
3000;22010;46,7416;-1,5903
3000;21930;46,6697;-1,58508
3000;21850;46,5978;-1,57987
3000;21770;46,5259;-1,57468
3000;21690;46,454;-1,5695
3000;21610;46,3821;-1,56433
3000;21450;46,2384;-1,55404
3000;18890;43,9384;-1,39643
3000;18810;43,8665;-1,39171
3000;18730;43,7947;-1,387
3000;18650;43,7229;-1,3823
3000;18570;43,651;-1,37762
3000;18490;43,5792;-1,37295
3000;18410;43,5074;-1,36829
3000;18330;43,4356;-1,36364
3000;18250;43,3638;-1,359
3000;18170;43,292;-1,35437
3000;18090;43,2202;-1,34976
3000;18010;43,1483;-1,34516
3000;17930;43,0766;-1,34056
3000;17850;43,0048;-1,33598
3080;25290;49,6903;-1,70648
3080;25210;49,6186;-1,70079
3080;25130;49,5468;-1,69512
3080;25050;49,4751;-1,68947
3080;24970;49,4033;-1,68383
3080;24890;49,3315;-1,67821
3080;24810;49,2597;-1,6726
3080;24090;48,6135;-1,62283
3080;24010;48,5417;-1,61737
3080;23930;48,4699;-1,61194
3080;23850;48,398;-1,60651
3080;23770;48,3262;-1,6011
3080;23690;48,2544;-1,59571
3080;23610;48,1825;-1,59033
3080;23530;48,1107;-1,58496
3080;23450;48,0388;-1,57961
3080;23370;47,967;-1,57428
3080;23290;47,8951;-1,56895
3080;23210;47,8232;-1,56365
3080;23130;47,7514;-1,55835
3080;23050;47,6795;-1,55308
3080;22970;47,6077;-1,54781
3080;22890;47,5358;-1,54256
3080;22810;47,4639;-1,53733
3080;22730;47,3921;-1,53211
3080;22650;47,3202;-1,5269
3080;22570;47,2483;-1,5217
3080;22490;47,1764;-1,51653
3080;22410;47,1045;-1,51136
3080;22330;47,0326;-1,50621
3080;22250;46,9608;-1,50107
3080;22170;46,8889;-1,49595
3080;22090;46,817;-1,49084
3080;22010;46,7451;-1,48574
3080;21930;46,6732;-1,48065
3080;21850;46,6013;-1,47558
3080;21770;46,5294;-1,47053
3080;21690;46,4575;-1,46548
3080;21610;46,3857;-1,46045
3080;21530;46,3138;-1,45544
3080;21450;46,2419;-1,45043
3080;21370;46,17;-1,44544
3080;21210;46,0262;-1,4355
3080;19210;44,2292;-1,3155
3080;19130;44,1573;-1,31086
3080;19050;44,0854;-1,30623
3080;18970;44,0136;-1,30161
3080;18890;43,9418;-1,29701
3080;18810;43,8699;-1,29241
3080;18730;43,7981;-1,28783
3080;18650;43,7262;-1,28326
3080;18570;43,6544;-1,2787
3080;18490;43,5826;-1,27415
3080;18410;43,5107;-1,26961
3080;18330;43,4389;-1,26509
3080;18250;43,3671;-1,26057
3080;18170;43,2953;-1,25607
3080;18090;43,2235;-1,25158
3080;18010;43,1517;-1,2471
3080;17930;43,0799;-1,24263
3080;17850;43,0081;-1,23817
3160;25210;49,6222;-1,59035
3160;25130;49,5505;-1,58484
3160;25050;49,4787;-1,57934
3160;24970;49,4069;-1,57385
3160;24890;49,3351;-1,56838
3160;24810;49,2633;-1,56293
3160;24730;49,1916;-1,55749
3160;24650;49,1198;-1,55206
3160;24570;49,048;-1,54665
3160;24490;48,9762;-1,54126
3160;24410;48,9044;-1,53588
3160;24330;48,8326;-1,53052
3160;24250;48,7607;-1,52517
3160;24170;48,6889;-1,51983
3160;24090;48,6171;-1,51451
3160;24010;48,5453;-1,5092
3160;23930;48,4734;-1,50391
3160;23850;48,4016;-1,49864
3160;23770;48,3298;-1,49338
3160;23690;48,2579;-1,48813
3160;23610;48,1861;-1,4829
3160;23530;48,1142;-1,47768
3160;23450;48,0424;-1,47247
3160;23370;47,9705;-1,46728
3160;23290;47,8986;-1,46211
3160;23210;47,8268;-1,45694
3160;23130;47,7549;-1,4518
3160;23050;47,683;-1,44666
3160;22970;47,6112;-1,44154
3160;22890;47,5393;-1,43643
3160;22810;47,4674;-1,43134
3160;22730;47,3955;-1,42626
3160;22650;47,3237;-1,4212
3160;22570;47,2518;-1,41614
3160;22490;47,1799;-1,41111
3160;22410;47,108;-1,40608
3160;22330;47,0361;-1,40107
3160;22250;46,9642;-1,39607
3160;22170;46,8923;-1,39109
3160;22090;46,8204;-1,38612
3160;22010;46,7486;-1,38116
3160;21930;46,6767;-1,37621
3160;21850;46,6048;-1,37128
3160;21770;46,5329;-1,36636
3160;21690;46,461;-1,36146
3160;21610;46,3891;-1,35656
3160;21530;46,3172;-1,35168
3160;21370;46,1734;-1,34196
3160;21210;46,0296;-1,33229
3160;21130;45,9577;-1,32748
3160;21050;45,8858;-1,32267
3160;19930;44,8793;-1,25672
3160;19850;44,8074;-1,2521
3160;19770;44,7355;-1,2475
3160;19690;44,6637;-1,2429
3160;19610;44,5918;-1,23832
3160;19530;44,5199;-1,23374
3160;19450;44,448;-1,22918
3160;19370;44,3762;-1,22463
3160;19290;44,3043;-1,22009
3160;19210;44,2324;-1,21557
3160;19130;44,1606;-1,21105
3160;19050;44,0887;-1,20655
3160;18970;44,0169;-1,20206
3160;18890;43,945;-1,19758
3160;18810;43,8732;-1,19311
3160;18730;43,8013;-1,18865
3160;18650;43,7295;-1,1842
3160;18570;43,6577;-1,17977
3160;18490;43,5858;-1,17534
3160;18410;43,514;-1,17093
3160;18330;43,4422;-1,16653
3160;18250;43,3703;-1,16214
3160;18170;43,2985;-1,15776
3160;18090;43,2267;-1,15339
3160;18010;43,1549;-1,14903
3160;17930;43,0831;-1,14468
3160;17850;43,0113;-1,14034
3240;25290;49,6975;-1,48527
3240;25210;49,6258;-1,47989
3240;25130;49,554;-1,47453
3240;25050;49,4822;-1,46919
3240;24970;49,4104;-1,46385
3240;24890;49,3387;-1,45854
3240;24810;49,2669;-1,45324
3240;24730;49,1951;-1,44795
3240;24650;49,1233;-1,44268
3240;24570;49,0515;-1,43742
3240;24490;48,9797;-1,43218
3240;24410;48,9079;-1,42695
3240;24330;48,836;-1,42173
3240;24250;48,7642;-1,41653
3240;24170;48,6924;-1,41135
3240;24090;48,6206;-1,40618
3240;24010;48,5487;-1,40102
3240;23930;48,4769;-1,39588
3240;23850;48,405;-1,39075
3240;23770;48,3332;-1,38564
3240;23690;48,2614;-1,38054
3240;23610;48,1895;-1,37545
3240;23530;48,1176;-1,37038
3240;23450;48,0458;-1,36532
3240;23370;47,9739;-1,36027
3240;23290;47,9021;-1,35524
3240;23210;47,8302;-1,35022
3240;23130;47,7583;-1,34522
3240;23050;47,6865;-1,34023
3240;22970;47,6146;-1,33525
3240;22890;47,5427;-1,33029
3240;22810;47,4708;-1,32534
3240;22730;47,3989;-1,3204
3240;22650;47,327;-1,31548
3240;22570;47,2552;-1,31057
3240;22490;47,1833;-1,30567
3240;22410;47,1114;-1,30079
3240;22330;47,0395;-1,29592
3240;22250;46,9676;-1,29106
3240;22170;46,8957;-1,28622
3240;22090;46,8238;-1,28138
3240;22010;46,7519;-1,27657
3240;21930;46,68;-1,27176
3240;21850;46,6081;-1,26697
3240;21770;46,5362;-1,26219
3240;21690;46,4643;-1,25742
3240;21610;46,3924;-1,25266
3240;21530;46,3205;-1,24792
3240;21450;46,2486;-1,24319
3240;21370;46,1767;-1,23847
3240;21130;45,961;-1,22439
3240;21050;45,8891;-1,21972
3240;20970;45,8172;-1,21507
3240;20890;45,7453;-1,21042
3240;20810;45,6734;-1,20579
3240;20570;45,4577;-1,19196
3240;20490;45,3858;-1,18738
3240;20410;45,3139;-1,18281
3240;20330;45,242;-1,17825
3240;20250;45,1701;-1,1737
3240;20170;45,0982;-1,16916
3240;20090;45,0263;-1,16464
3240;20010;44,9544;-1,16012
3240;19930;44,8826;-1,15562
3240;19850;44,8107;-1,15113
3240;19770;44,7388;-1,14665
3240;19690;44,6669;-1,14219
3240;19610;44,595;-1,13773
3240;19530;44,5231;-1,13329
3240;19450;44,4513;-1,12885
3240;19370;44,3794;-1,12443
3240;19290;44,3075;-1,12002
3240;19210;44,2357;-1,11562
3240;19130;44,1638;-1,11123
3240;19050;44,0919;-1,10686
3240;18970;44,0201;-1,10249
3240;18890;43,9482;-1,09813
3240;18810;43,8764;-1,09379
3240;18730;43,8045;-1,08946
3240;18650;43,7327;-1,08514
3240;18570;43,6608;-1,08082
3240;18490;43,589;-1,07652
3240;18410;43,5172;-1,07223
3240;18330;43,4453;-1,06796
3240;18250;43,3735;-1,06369
3240;18170;43,3017;-1,05943
3240;18090;43,2299;-1,05518
3240;18010;43,1581;-1,05095
3240;17930;43,0862;-1,04672
3240;17850;43,0144;-1,04251
3240;17770;42,9426;-1,0383
3320;25290;49,701;-1,37464
3320;25210;49,6292;-1,36942
3320;25130;49,5574;-1,36421
3320;25050;49,4856;-1,35902
3320;24970;49,4139;-1,35384
3320;24890;49,3421;-1,34868
3320;24810;49,2703;-1,34353
3320;24730;49,1985;-1,3384
3320;24650;49,1267;-1,33328
3320;24570;49,0549;-1,32817
3320;24490;48,9831;-1,32308
